2502,0, i cant stop being sad
2503,0," I can't stop crying. I'm horrible to my husband and putting him off, I know, I feel like I'm driving him away  I can't help it"
2505,0, i cant wait to shower off all the dust on my body from my room! ARGH
2506,0, I can't waite to I have a hubby and little one to come home to
2507,0, i cant watch skins! mum is in the loungeroom she wont leave!
2508,0, I cantt sleep -averi tweeting from moms phone
2509,0, I changed my mind 
2510,0, i could be at a movie right now with someone...
2512,0, I couldn't eat my strawberry ice cream. My tummy hurts.
2513,0," I couldn't go to Tower Records to buy LINES,VINES AND TRYING TIMES.... "
2514,0, I COULDN'T HELP IT.
2515,0, I couldv'e taken a class from THE Ryan Feng... Sadness...Aw well! Ima learn from Mike Song and Tony Tran! Thassright people!
2516,0, I cut myself in like 3 different places. Sucky much.?
2518,0, i did not like the way i was awakened today
2519,0, I Didnt Expect My Niqht O2 End This Early..
2520,0," i didnt go shopping, but i am going to burbank again!"
2521,0, i didn't know.
2522,0, i didn't want justine to go...will sam ever get eliminated &gt;.&lt; #masterchef
2523,0," I dislike this immensely, i lol at the fact I can spell immensely... thank you Lauren haha"
2524,0, i don't even know.
2525,0, i dont feel all that great. my head is gonna explode
2526,0, I don't feel good again! Wth?
2527,0, i dont feel so good 
2528,0, I don't have any decent looking ones at all. I don't want to wear mine and look like a big dork
2529,0, I dont have lunch money
2530,0," I don't have the guts!!???,??!!!!"
2531,0, i dont know how to do that fringe braidy thing 
2532,0, I don't know what my problem is..:/
2533,0, I don't know..
2534,0, I don't like cleaning
2535,0, i dont like it when people dont text back ~Tim~
2536,0, I don't think I can call myself &quot;prize winning&quot;
2537,0, I don't think I was wrong no matter what nobody says I really didn't want da bread I just wanted my pancakes didn't want to waist da food
2538,0, I cant find my connector for my cameraa!!!  Where is itt?!?!?!?!
2539,0, I cant get ma rarse outa bed. I NEED 2 get sum work done!
2540,0, i cant get photos to save for my twitter layout...argh...
2541,0, I can't get to sleep... I'm also doing some serious thinking... LK should do an album... #littlekuribohYGOASsoundtrackalbum anyone? =]
2542,0, I can't open my YM account ! Grr.
2543,0," i cant sleep, i dont deserve this .... N you know it "
2544,0, I cant take the hurt...
2545,0, i can't tell if he was crying.
2546,0, i can't type! my mad typing skills are screwed! this damn papercut!
2547,0, i cant upload my pic...
2548,0, I can't wait only 3 more days left.
2550,0," I caught up. I WANT MOREEE! Ugh, fuck JAH-PAN, they need to produce more chapters so I can keep reading NARUTO &gt;:["
2551,0,#NAME?
2552,0, i cried over jon and kate ... i think that makes me pretty lame haha
2553,0, I cut my hair
2554,0, I didn't get picked for any show!!! Boehoe!
2555,0, I didn't go to school. Again. My head hurts so bad. Again. This sucks. Again.
2556,0," I do look like luda, ugh."
2557,0, i dont feel good at all my tummy and head hurts really bad (((
2558,0, I dont know how to get the output type from nast and tsp01 tables... but tomorrow i will find that
2559,0, I don't know what I did. @myhaloromance
2560,0, I don't know what to say but 
2561,0, I don't know what to wear....
2562,0, i don't know...?
2563,0, I dont like strapless bras either.
2564,0, i dont like that phone anymore...
2565,0, i dont like the fact my gay best friend is in tears... ♥
2566,0, i don't like thunderstorms! just let me hide!
2567,0, i don't like your livejournal because you don't use fancy words like that in real life.
2568,0, I don't really wanna do this...love stinks sometimes.
2569,0, i dont wanna wait 10 more dayss
2570,0, I dont want her to be mad at me. She is sooo sweet!
2571,0, i dont want to go to bed but im so tired
2572,0, i dont wanta go to school today.....
2573,0, I dontcthink I slept enough.
2574,0, i dontttttttttttt feeeeeeeeel goooood 
2575,0, i feel bad now.
2576,0, i feel like a idiot yet again.
2577,0," i feel like freakin crying,"
2578,0, I feel like there's school tomorrow. Most likely there will be.  NOOOOOOOO...
2579,0, i feel sad. Discouraged. Lonely. Unlucky.
2580,0, I feel so shitty! FML.
2581,0, i find no reason to keep on going anymore.
2582,0, i finished the cookies too fast... now i don't have cookies for tomorrow... (
2584,0," I forgot to put away my laundry earlier so my beds full of clothes. Guess its going on the floor. Dog hair is always in, yeah?"
2585,0, i get my flip-flops in a few days but i am not happy.
2588,0, I got a D in foundation mock http://twitpic.com/7slt4
2589,0, i don't think i'll be able to wear my hair extensions all week i don't have enough time to put them on really busy week
2590,0, i dont understand twitter
2591,0, I don't wanna go to work...
2592,0," I don't wanna. What I do want, I can't have... fun times."
2593,0, I don't want a million followers and sending out the exact same tweet is annoying. How can people with 0 updates have followers? So sad.
2594,0, I don't want to go to work
2595,0, i feel bad i woke you up!!! but thats awesome do it so i can be addicted to you too 
2596,0," i feel bad. I love you sweetheart, more than anything!"
2597,0, i feel like my insides are slowly being torn from my body...
2598,0, i feel like shit
2599,0, i feel like such a loser.  i hate hills
2600,0, i feel lonely.
2602,0, i feel really alone
2603,0," i feel really really really fucking sick, fml."
2604,0, I feel so disconnected without AIM. WORK DAMMIT.
2605,0,#NAME?
2606,0, I FEEL SO..... REPLACED.
2607,0," I feel terrible. Gosh, how do I manage to ruin it so quickly? I've been home for an hour and I've already messed something up!!!!"
2608,0, I feel the way this sign looks stay up twitter peeps
2609,0, i fell down the stairs LOL!  stoooopid straightener!
2610,0,- I felt really sad when I heard that Paul McCartney's squirrel was going to be shot  Fortunately I'd got the w.. http://htxt.it/l/qKpSIk
2611,0, I found out my mum has got cancer off the womb and she was supposed to go for an operation on Saturday but she didn't go and I feel upset
2612,0, i go on twitter nd find out he has a girl :'(
2614,0, I got scolded for not waiting and spending MORE to find my perfect storage solution...  saddies Guess I should have *hangs head*
2615,0, I got so scared tonight. Love you @kristengraham
2616,0, i got yelled at 4 helping the cats by my neighbor
2617,0, i got you anytime man. Just holla if you need me. 
2619,0, I guess all the finger-crossing in the world couldn't help her.
2620,0, I guess I'm no Sherlock
